study,dataset,variable,instrument,question,item
soep-is,p11_Inno_final,pfamst,soep-is-2011,Q64,
soep-is,p11_Inno_final,pp1,soep-is-2011,Q65,
soep-is,p11_Inno_final,pp2,soep-is-2011,Q66,
soep-is,l11_inno_final,lsta1,soep-is-2011,Q67,
soep-is,l11_inno_final,lsta2,soep-is-2011,Q68,
soep-is,l11_inno_final,lsta2nr,soep-is-2011,Q68,
soep-is,l11_inno_final,lzug01,soep-is-2011,Q69,lzug01
soep-is,l11_inno_final,lsta1a,soep-is-2011,Q70,
soep-is,l11_inno_final,lpnatnr,soep-is-2011,Q71,
soep-is,l11_inno_final,lpnat,soep-is-2011,Q71,
soep-is,l11_inno_final,lsta3,soep-is-2011,Q72,
soep-is,l11_inno_final,pp1a,soep-is-2011,Q74,
soep-is,l11_inno_final,ppnam,soep-is-2011,Q75,
soep-is,l11_inno_final,ppja,soep-is-2011,Q76,ppja
soep-is,l11_inno_final,pp2a,soep-is-2011,Q77,
soep-is,l11_inno_final,ppleb1a,soep-is-2011,Q78,ppleb1a
soep-is,l11_inno_final,ppleba,soep-is-2011,Q79,
soep-is,h11_Inno_final,hvj,soep-is-2011,Q8,
soep-is,l11_inno_final,pplebja,soep-is-2011,Q80,pplebja
soep-is,l11_inno_final,pehe1a,soep-is-2011,Q81,
soep-is,l11_inno_Jahresangabe Heirat,pehe2a,soep-is-2011,Q81b,pehe2a
soep-is,l11_inno_final,pp1b,soep-is-2011,Q83,
soep-is,l11_inno_final,pp1d,soep-is-2011,Q83,
soep-is,l11_inno_final,pp1c,soep-is-2011,Q83,
soep-is,l11_inno_final,ppjc,soep-is-2011,Q84,ppjb
soep-is,l11_inno_final,ppjd,soep-is-2011,Q84,ppjb
soep-is,l11_inno_final,ppjb,soep-is-2011,Q84,ppjb
soep-is,l11_inno_final,ppendd,soep-is-2011,Q85,ppendb
soep-is,l11_inno_final,ppendc,soep-is-2011,Q85,ppendb
soep-is,l11_inno_final,ppendb,soep-is-2011,Q85,ppendb
soep-is,l11_inno_final,ppend2d,soep-is-2011,Q86,
soep-is,l11_inno_final,ppend2c,soep-is-2011,Q86,
soep-is,l11_inno_final,ppend2b,soep-is-2011,Q86,
soep-is,l11_inno_final,ppleb1b,soep-is-2011,Q87,
soep-is,l11_inno_final,ppleb1d,soep-is-2011,Q87,
soep-is,l11_inno_final,ppleb1c,soep-is-2011,Q87,
soep-is,l11_inno_final,ppleb2c,soep-is-2011,Q88,ppleb2b
soep-is,l11_inno_final,ppleb2d,soep-is-2011,Q88,ppleb2b
soep-is,l11_inno_final,ppleb2b,soep-is-2011,Q88,ppleb2b
soep-is,l11_inno_final,ppleb3d,soep-is-2011,Q89,ppleb3b
soep-is,l11_inno_final,ppleb3b,soep-is-2011,Q89,ppleb3b
soep-is,l11_inno_final,ppleb3c,soep-is-2011,Q89,ppleb3b
soep-is,l11_inno_final,ppleb4d,soep-is-2011,Q89,ppleb4b
soep-is,l11_inno_final,ppleb4c,soep-is-2011,Q89,ppleb4b
soep-is,l11_inno_final,ppleb4b,soep-is-2011,Q89,ppleb4b
soep-is,h11_Inno_final,hwj,soep-is-2011,Q9,hwj
soep-is,h11_Inno_final,hwm,soep-is-2011,Q9,hwm
soep-is,l11_inno_final,pehe1c,soep-is-2011,Q90,
soep-is,l11_inno_final,pehe1d,soep-is-2011,Q90,
soep-is,l11_inno_final,pehe1b,soep-is-2011,Q90,
soep-is,l11_inno_final,pehe2b,soep-is-2011,Q91,pehe2b
soep-is,l11_inno_final,pehe2d,soep-is-2011,Q91,pehe2b
soep-is,l11_inno_final,pehe2c,soep-is-2011,Q91,pehe2b
soep-is,l11_inno_final,pehe3d,soep-is-2011,Q92,
soep-is,l11_inno_final,pehe3b,soep-is-2011,Q92,
soep-is,l11_inno_final,pehe3c,soep-is-2011,Q92,
soep-is,l11_inno_final,pehe4c,soep-is-2011,Q93,pehe4b
soep-is,l11_inno_final,pehe4d,soep-is-2011,Q93,pehe4b
soep-is,l11_inno_final,pehe4b,soep-is-2011,Q93,pehe4b
soep-is,l11_inno_final,pehe1e,soep-is-2011,Q94,
soep-is,l11_inno_final,pehe4e,soep-is-2011,Q95,
soep-is,l11_inno_final,pehe5e,soep-is-2011,Q96,
soep-is,l11_inno_final,pehe6e,soep-is-2011,Q97,
soep-is,l11_inno_final,pehe7e,soep-is-2011,Q98,
soep-is,l11_inno_final,lgesch1,soep-is-2011,Q99_Q100,lgesch1
soep-is,l11_inno_final,lgesch2,soep-is-2011,Q99_Q100,lgesch2
soep-is,l11_inno_final,lgesch3,soep-is-2011,Q99_Q100,lgesch3
soep-is,P12_IS,ppgeb,soep-is-2012-aufwuchs,A000C,lgeb
soep-is,L12_IS,lgeb,soep-is-2012-aufwuchs,A000C,lgeb
soep-is,P12_IS,ppgebmo,soep-is-2012-aufwuchs,A000C,lgebmo
soep-is,L12_IS,lgebmo,soep-is-2012-aufwuchs,A000C,lgebmo
soep-is,L12_IS,lsex,soep-is-2012-aufwuchs,A000C,lsex
soep-is,P12_IS,psex,soep-is-2012-aufwuchs,A000C,lsex
soep-is,DRM12_IS,EB_DRM1_1,soep-is-2012-aufwuchs,EB_DRM1,eb_drm1_1
soep-is,DRM12_IS,EB_DRM1_2,soep-is-2012-aufwuchs,EB_DRM1,eb_drm1_2
soep-is,DRM12_IS,EB_DRM2,soep-is-2012-aufwuchs,EB_DRM2,
soep-is,DRM12_IS,EB_DRM2o,soep-is-2012-aufwuchs,EB_DRM2,eb_drm2o
soep-is,FM12_IS,finspalt_a1,soep-is-2012-aufwuchs,FinABC3a,finspalt_a1
soep-is,FM12_IS,finspalt_a2,soep-is-2012-aufwuchs,FinABC3a,finspalt_a2
soep-is,FM12_IS,finspalt_a3,soep-is-2012-aufwuchs,FinABC3a,finspalt_a3
soep-is,FM12_IS,finspalt_a4,soep-is-2012-aufwuchs,FinABC3a,finspalt_a4
soep-is,FM12_IS,finspalt_a5,soep-is-2012-aufwuchs,FinABC3a,finspalt_a5
soep-is,FM12_IS,finspalt_a6,soep-is-2012-aufwuchs,FinABC3a,finspalt_a6
soep-is,FM12_IS,finspalt_a7,soep-is-2012-aufwuchs,FinABC3a,finspalt_a7
soep-is,FM12_IS,finabc3b_1,soep-is-2012-aufwuchs,FinABC3b,Finabc3b_1
soep-is,FM12_IS,finabc3b_2,soep-is-2012-aufwuchs,FinABC3b,Finabc3b_2
soep-is,FM12_IS,finabc4a,soep-is-2012-aufwuchs,FinABC4a,
soep-is,FM12_IS,finspalt_b1,soep-is-2012-aufwuchs,FinABC5b,finspalt_b1
soep-is,FM12_IS,finspalt_b2,soep-is-2012-aufwuchs,FinABC5b,finspalt_b2
soep-is,FM12_IS,finspalt_b3,soep-is-2012-aufwuchs,FinABC5b,finspalt_b3
soep-is,FM12_IS,finspalt_b4,soep-is-2012-aufwuchs,FinABC5b,finspalt_b4
soep-is,FM12_IS,finspalt_b5,soep-is-2012-aufwuchs,FinABC5b,finspalt_b5
soep-is,FM12_IS,finspalt_b6,soep-is-2012-aufwuchs,FinABC5b,finspalt_b6
soep-is,FM12_IS,finspalt_b7,soep-is-2012-aufwuchs,FinABC5b,finspalt_b7
soep-is,FM12_IS,finabc5c,soep-is-2012-aufwuchs,FinABC5c,
soep-is,FM12_IS,auszahlunggenau,soep-is-2012-aufwuchs,FinABC6,
soep-is,FM12_IS,daxzufall,soep-is-2012-aufwuchs,FinABC6,
soep-is,FM12_IS,auszahlungfonds,soep-is-2012-aufwuchs,FinABC6,
soep-is,FM12_IS,auszahlungbund,soep-is-2012-aufwuchs,FinABC6,
soep-is,FM12_IS,auszahlunggerundet,soep-is-2012-aufwuchs,FinABC6,
soep-is,notdirectlydelivered12a,G1001_ArbeitswegMitFa,soep-is-2012-aufwuchs,G1001,
soep-is,notdirectlydelivered12a,G1002_BioessenBiologi,soep-is-2012-aufwuchs,G1002,
soep-is,notdirectlydelivered12a,G1003_DuschenStattBad,soep-is-2012-aufwuchs,G1003,
soep-is,notdirectlydelivered12a,G1004_GetraenkeInDose,soep-is-2012-aufwuchs,G1004,
soep-is,notdirectlydelivered12a,G1005_BackofenReinige,soep-is-2012-aufwuchs,G1005,
soep-is,notdirectlydelivered12a,G1006_WaescheVolleWas,soep-is-2012-aufwuchs,G1006,
soep-is,notdirectlydelivered12a,G1007_AutoInStadtRegi,soep-is-2012-aufwuchs,G1007,
soep-is,notdirectlydelivered12a,G1008_LueftenLangeWin,soep-is-2012-aufwuchs,G1008,
soep-is,notdirectlydelivered12a,G1009_VorwaschgangOhn,soep-is-2012-aufwuchs,G1009,
soep-is,notdirectlydelivered12a,G1010_Autobahn100Maxi,soep-is-2012-aufwuchs,G1010,
soep-is,notdirectlydelivered12a,G1011_PlastiktueteGes,soep-is-2012-aufwuchs,G1011,
soep-is,notdirectlydelivered12a,G1012_AutoGegendUmlie,soep-is-2012-aufwuchs,G1012,
soep-is,notdirectlydelivered12a,G1013_PapierRecycling,soep-is-2012-aufwuchs,G1013,
soep-is,notdirectlydelivered12a,G1014_AltglasContaine,soep-is-2012-aufwuchs,G1014,
soep-is,notdirectlydelivered12a,G1015_AufmerksamAnder,soep-is-2012-aufwuchs,G1015,
soep-is,notdirectlydelivered12a,G1016_SpendeUmweltsch,soep-is-2012-aufwuchs,G1016,
soep-is,notdirectlydelivered12a,G1017_MilchPfandFlasc,soep-is-2012-aufwuchs,G1017,
soep-is,notdirectlydelivered12a,G1018_Toilettenpapier,soep-is-2012-aufwuchs,G1018,
soep-is,notdirectlydelivered12a,G1019_FertiggerichteK,soep-is-2012-aufwuchs,G1019,
soep-is,notdirectlydelivered12a,G1020_Nachfuellpackun,soep-is-2012-aufwuchs,G1020,
soep-is,notdirectlydelivered12a,G1021_MoebelEinheimis,soep-is-2012-aufwuchs,G1021,
soep-is,notdirectlydelivered12a,G1022_BoykottFirmenUm,soep-is-2012-aufwuchs,G1022,
soep-is,notdirectlydelivered12a,G1023_ObstGemuseSaiso,soep-is-2012-aufwuchs,G1023,
soep-is,notdirectlydelivered12a,G1024_Waeschetrockner,soep-is-2012-aufwuchs,G1024,
soep-is,notdirectlydelivered12a,G1025_InfoUmweltprobl,soep-is-2012-aufwuchs,G1025,
soep-is,notdirectlydelivered12a,G1026_UnterhaltenUmwe,soep-is-2012-aufwuchs,G1026,
soep-is,notdirectlydelivered12a,G1027_FlugzeugLaenger,soep-is-2012-aufwuchs,G1027,
soep-is,notdirectlydelivered12a,G1028_MotorAnSchranke,soep-is-2012-aufwuchs,G1028,
soep-is,notdirectlydelivered12a,G1029_MotorAnAmpelLau,soep-is-2012-aufwuchs,G1029,
soep-is,notdirectlydelivered12a,G1030_InsektenChemisc,soep-is-2012-aufwuchs,G1030,
soep-is,notdirectlydelivered12a,G1031_Heizungdrosseln,soep-is-2012-aufwuchs,G1031,
soep-is,notdirectlydelivered12a,G1032_AutoSpazierenFa,soep-is-2012-aufwuchs,G1032,
soep-is,notdirectlydelivered12a,G2001_EinkaufstuetenM,soep-is-2012-aufwuchs,G2001,
soep-is,notdirectlydelivered12a,G2002_WohnungWinterWa,soep-is-2012-aufwuchs,G2002,
soep-is,notdirectlydelivered12a,G2003_WeichspuelerWas,soep-is-2012-aufwuchs,G2003,
soep-is,notdirectlydelivered12a,G2004_BatterienInMuel,soep-is-2012-aufwuchs,G2004,
soep-is,notdirectlydelivered12a,G2005_EssensresteToil,soep-is-2012-aufwuchs,G2005,
soep-is,notdirectlydelivered12a,G2006_DuftsteineToill,soep-is-2012-aufwuchs,G2006,
soep-is,notdirectlydelivered12a,G2007_MitgliedUmwelts,soep-is-2012-aufwuchs,G2007,
soep-is,notdirectlydelivered12a,G2008_HandtuecherHote,soep-is-2012-aufwuchs,G2008,
soep-is,notdirectlydelivered12a,G2009_Haushaltsgeraet,soep-is-2012-aufwuchs,G2009,
soep-is,notdirectlydelivered12a,G2010_PicknickSauberV,soep-is-2012-aufwuchs,G2010,
soep-is,notdirectlydelivered12a,G2011_S_AngeschafftSo,soep-is-2012-aufwuchs,G2011,
soep-is,notdirectlydelivered12a,G2012_S_InformiertSol,soep-is-2012-aufwuchs,G2012,
soep-is,notdirectlydelivered12a,G2013_S_AngebotSolara,soep-is-2012-aufwuchs,G2013,
soep-is,notdirectlydelivered12a,G2014_S_ErneuerbareEn,soep-is-2012-aufwuchs,G2014,
soep-is,notdirectlydelivered12a,G2015_AutoVerzichtenA,soep-is-2012-aufwuchs,G2015,
soep-is,notdirectlydelivered12a,G2016_CarSharingPoolI,soep-is-2012-aufwuchs,G2016,
soep-is,notdirectlydelivered12a,G2017_FahrverhaltenRe,soep-is-2012-aufwuchs,G2017,
soep-is,notdirectlydelivered12a,G2018_Auto7LiterVerbr,soep-is-2012-aufwuchs,G2018,
soep-is,L12_IS,lgesch5,soep-is-2012-aufwuchs,LQ99_Q100R4,lgesch5
soep-is,L12_IS,lgesch6,soep-is-2012-aufwuchs,LQ99_Q100R4,lgesch6
soep-is,L12_IS,lgesch7,soep-is-2012-aufwuchs,LQ99_Q100R4,lgesch7
soep-is,L12_IS,lgesch8,soep-is-2012-aufwuchs,LQ99_Q100R4,lgesch8
soep-is,H12_IS,hhtyp,soep-is-2012-aufwuchs,Q10,
soep-is,L12_IS,lkind,soep-is-2012-aufwuchs,Q102,lkind
soep-is,L12_IS,lkno,soep-is-2012-aufwuchs,Q102,lkno
soep-is,L12_IS,lknam6,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam4,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam3,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam5,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam10,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam2,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam1,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam8,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam9,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lknam7,soep-is-2012-aufwuchs,Q105.1,lknam
soep-is,L12_IS,lksex8,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex5,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex3,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex10,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex1,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex6,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex2,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex9,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex4,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lksex7,soep-is-2012-aufwuchs,Q105.2,
soep-is,L12_IS,lkgeb3,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb8,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb6,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb4,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb9,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb2,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb7,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb5,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb1,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkgeb10,soep-is-2012-aufwuchs,Q105.3,lkgeb
soep-is,L12_IS,lkmo9,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo6,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo8,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo5,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo1,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo10,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo2,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo4,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo7,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkmo3,soep-is-2012-aufwuchs,Q105.3,lkmo
soep-is,L12_IS,lkwo10,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo1,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo2,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo7,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo5,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo3,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo6,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo9,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo4,soep-is-2012-aufwuchs,Q108,
soep-is,L12_IS,lkwo8,soep-is-2012-aufwuchs,Q108,
soep-is,DRM12_IS,Q10drm_18,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_30,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_10,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_13,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_3,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_28,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_5,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_7,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_15,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_1,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_16,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_17,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_6,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_23,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_2,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_8,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_11,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_27,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_12,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_22,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_20,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_19,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_4,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_25,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_24,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_21,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_9,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_29,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_14,soep-is-2012-aufwuchs,Q10drm,
soep-is,DRM12_IS,Q10drm_26,soep-is-2012-aufwuchs,Q10drm,
soep-is,H12_IS,hheim,soep-is-2012-aufwuchs,Q11,
soep-is,L12_IS,lkh03,soep-is-2012-aufwuchs,Q111,lkh03
soep-is,L12_IS,lkh04,soep-is-2012-aufwuchs,Q111,lkh04
soep-is,L12_IS,lkh05,soep-is-2012-aufwuchs,Q111,lkh05
soep-is,L12_IS,lkh06,soep-is-2012-aufwuchs,Q111,lkh06
soep-is,L12_IS,lkh07,soep-is-2012-aufwuchs,Q111,lkh07
soep-is,L12_IS,lkh08,soep-is-2012-aufwuchs,Q111,lkh08
soep-is,L12_IS,lkh09,soep-is-2012-aufwuchs,Q111,lkh09
soep-is,L12_IS,lkh10,soep-is-2012-aufwuchs,Q111,lkh10
soep-is,L12_IS,lkhka,soep-is-2012-aufwuchs,Q111,lkhka
soep-is,L12_IS,lwied,soep-is-2012-aufwuchs,Q112,
soep-is,L12_IS,l2wohn1,soep-is-2012-aufwuchs,Q113,
soep-is,L12_IS,l2wohn3,soep-is-2012-aufwuchs,Q114,
soep-is,H12_IS,hkind,soep-is-2012-aufwuchs,Q116,
soep-is,MC12_IS,cgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindbgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,H12_IS,hkgebc,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,H12_IS,hkgeba,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,H12_IS,hkgebd,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,H12_IS,hkgebb,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindagebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,H12_IS,hkgebf,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindhgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindjgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindggebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindegebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,H12_IS,hkgebe,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindfgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindigebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MB12_IS,bgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kinddgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kindcgebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MA12_IS,agebj,soep-is-2012-aufwuchs,Q117A,hkgeb
soep-is,MEM12_IS,kinda,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,H12_IS,hknamc,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MC12_IS,cname,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindh,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindb,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,H12_IS,hknamb,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindf,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindg,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,H12_IS,hknamd,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindc,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MA12_IS,aname,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,H12_IS,hknamf,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MB12_IS,bname,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,H12_IS,hknama,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindd,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindj,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kinde,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,MEM12_IS,kindi,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,H12_IS,hkname,soep-is-2012-aufwuchs,Q117A,hknam
soep-is,H12_IS,hksexf,soep-is-2012-aufwuchs,Q117A,hksex
soep-is,H12_IS,hksexe,soep-is-2012-aufwuchs,Q117A,hksex
soep-is,H12_IS,hksexa,soep-is-2012-aufwuchs,Q117A,hksex
soep-is,H12_IS,hksexd,soep-is-2012-aufwuchs,Q117A,hksex
soep-is,H12_IS,hksexb,soep-is-2012-aufwuchs,Q117A,hksex
soep-is,H12_IS,hksexc,soep-is-2012-aufwuchs,Q117A,hksex
soep-is,MEM12_IS,kindbgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MC12_IS,cgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindhgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,H12_IS,hkmoa,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindggebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindagebm,soep-is-2012-aufwuchs,Q117B,
soep-is,H12_IS,hkmoc,soep-is-2012-aufwuchs,Q117B,
soep-is,H12_IS,hkmoe,soep-is-2012-aufwuchs,Q117B,
soep-is,H12_IS,hkmof,soep-is-2012-aufwuchs,Q117B,
soep-is,MA12_IS,agebm,soep-is-2012-aufwuchs,Q117B,
soep-is,H12_IS,hkmod,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kinddgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindjgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindfgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,H12_IS,hkmob,soep-is-2012-aufwuchs,Q117B,
soep-is,MB12_IS,bgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindigebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindegebm,soep-is-2012-aufwuchs,Q117B,
soep-is,MEM12_IS,kindcgebm,soep-is-2012-aufwuchs,Q117B,
soep-is,P12_IS,pbet,soep-is-2012-aufwuchs,Q118,
soep-is,MA12_IS,awoch,soep-is-2012-aufwuchs,Q119,
soep-is,DRM12_IS,Q11drm_18_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_10_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_2_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_25_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_6_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_27_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_11_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_16_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_8_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_9_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_24_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_3_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
soep-is,DRM12_IS,Q11drm_4_1,soep-is-2012-aufwuchs,Q11drm,q11drm_x_1
